epoch,loss,recall@20,ndcg@20
1,0.6938251302792475,0.2881989064856711,0.29482236279925833
2,0.6934197590901301,0.2914905674390968,0.2435267233491759
3,0.6908075488530673,0.2612797782283075,0.21724347749245898
4,0.6803783636826736,0.2603706873192166,0.2120980536262175
5,0.655488908290863,0.2603706873192166,0.21309758461536604
6,0.6177316262171819,0.2603706873192166,0.21287797030452868
7,0.5692158616506137,0.2603706873192166,0.21314175568924956
8,0.524552753338447,0.2603706873192166,0.21286319815748922
9,0.4947343674989847,0.2603706873192166,0.21307568223758835
10,0.4701519218774942,0.2603706873192166,0.212044868897306
11,0.4560880431762108,0.2603706873192166,0.21112490194982694
12,0.4377679228782654,0.2603706873192166,0.21113512393121245
13,0.43162765869727504,0.2603706873192166,0.211288470723748
14,0.42647815896914554,0.2603706873192166,0.21153150329887552
15,0.4314259978441092,0.2603706873192166,0.2111619636267556
