epoch,loss,recall@20,ndcg@20
1,0.6938235839207967,0.3194784088460559,0.28762007700544756
2,0.692922854423523,0.26023811156164084,0.22677608167470834
3,0.6866473952929179,0.2603706873192166,0.2144087355353985
4,0.6651660124460856,0.2603706873192166,0.21097552801770342
5,0.6214143820106983,0.2603706873192166,0.21044413291064082
6,0.5652516558766365,0.2603706873192166,0.21081919122466053
7,0.5149289015680552,0.2603706873192166,0.21197513367789167
8,0.4782233973344167,0.2603706873192166,0.21141932427202348
9,0.4570323487122854,0.2603706873192166,0.21141932427202348
10,0.44420894980430603,0.2603706873192166,0.21141932427202348
11,0.4337985396385193,0.2603706873192166,0.21151583884209882
12,0.42874325513839723,0.2603706873192166,0.21150348420863413
13,0.4206964910030365,0.2603706873192166,0.21130379067287378
14,0.4218277712663015,0.2603706873192166,0.21133942813685633
15,0.42673705021540326,0.2603706873192166,0.20954413331574917
