epoch,loss,recall@20,ndcg@20
1,0.6937968593377334,0.3323063725490195,0.2945632550101319
2,0.6930504611560276,0.2777828070622187,0.2459753243558481
3,0.6881403156689235,0.26162068731921656,0.21846996675345084
4,0.6712310229028974,0.2603706873192166,0.21579558824955491
5,0.6374003844601768,0.2603706873192166,0.21271582106247477
6,0.5907471094812665,0.2603706873192166,0.2134228130030808
7,0.5426554594721112,0.2603706873192166,0.2139007774285298
8,0.503759354352951,0.2603706873192166,0.21237488001692342
9,0.4742172211408615,0.2603706873192166,0.21278438593487017
10,0.45225022037824,0.2603706873192166,0.21336362803951997
11,0.44350339770317077,0.2603706873192166,0.21410674731347407
12,0.43531782031059263,0.2603706873192166,0.21303605164353115
13,0.4279705742994944,0.2603706873192166,0.21312109014039332
14,0.4245679060618083,0.2603706873192166,0.213093236115675
15,0.4228859861691793,0.2603706873192166,0.21212694003956614
