epoch,loss,recall@20,ndcg@20
1,0.6938152129833515,0.33734416645446047,0.3159602772888404
2,0.693275722173544,0.2728976644270761,0.23683505935206456
3,0.6899876869641818,0.26287558928000093,0.21985574670689004
4,0.6777200836401719,0.2603706873192166,0.21680213503540027
5,0.6520859415714557,0.2603706873192166,0.21459139741693214
6,0.6124811722682073,0.2603706873192166,0.21390083074729627
7,0.5664924383163452,0.2603706873192166,0.21355919681569632
8,0.5252627776219294,0.2603706873192166,0.21354180093237043
9,0.49448695320349473,0.2603706873192166,0.21353594632780845
10,0.4694184408738063,0.2603706873192166,0.2130285661426849
11,0.45568827940867496,0.2603706873192166,0.2128959997341292
12,0.4414635140162248,0.2603706873192166,0.2130767069591253
13,0.4350977631715628,0.2603706873192166,0.21247152405302544
14,0.4312686805541699,0.2603706873192166,0.21255451317662338
15,0.421937495470047,0.2603706873192166,0.2125622615434561
