epoch,loss,recall@20,ndcg@20
1,1.3187194970937877,0.19887842712842715,0.21071889288667914
2,1.3128927179745264,0.201179116634999,0.21848054766165437
3,1.3104952999523707,0.20327082639582641,0.22316047044090112
4,1.3091293828827995,0.20774765920354152,0.23375920424482796
5,1.308295020035335,0.21443655364243605,0.2411053619658558
6,1.3072568603924342,0.21472497355585593,0.24363620111919368
7,1.3065225652285986,0.21780883822060293,0.24751225155300438
8,1.3063200541904993,0.2256766648384295,0.247761564776037
9,1.306316316127777,0.23067738633915102,0.25422724579490064
10,1.305157685279846,0.23069722760899228,0.25671670952346026
11,1.3052403926849365,0.2420852146219792,0.26694395713963875
12,1.3047167619069417,0.23897710051386514,0.2693150307398954
13,1.3046565612157186,0.2426169606537253,0.2718094652953675
14,1.3039359331130982,0.24780184521360987,0.27708407543246416
15,1.303950548171997,0.253642754304519,0.28039168092923195
