epoch,loss,recall@20,ndcg@20
1,1.3181276138012226,0.16640551115551108,0.18362032816251683
2,1.3133525678089686,0.18361568986568982,0.20341906976599902
3,1.3102357046944755,0.18133122841211072,0.20837559968667466
4,1.3093840735299247,0.195638476719359,0.2181022189195846
5,1.3082258531025477,0.21082974786651254,0.22822935379865542
6,1.307008079120091,0.21523883877560349,0.23686671438071571
7,1.306525605065482,0.22584674475850947,0.24374396360408926
8,1.3058484196662903,0.23433916900093368,0.2521915541857924
9,1.3058210355894906,0.23710677639354105,0.25464722788718236
10,1.3050674359003702,0.23469991936168405,0.258930218471714
11,1.3041902860005696,0.24677120918297382,0.2639999413836474
12,1.304820211728414,0.2498439697557344,0.2695755941154245
13,1.3047515153884888,0.2520162280529927,0.27202876195519204
14,1.3046395142873128,0.25327156993333455,0.27698189290230923
15,1.30436266263326,0.2593102395970042,0.2818692182735244
