epoch,loss,recall@20,ndcg@20
1,0.6938252357336191,0.3263748677792794,0.31855851710304395
2,0.6932832854134696,0.2793362674906791,0.23439203890566787
3,0.6893229740006583,0.2603706873192166,0.2171933486867398
4,0.6737987101078033,0.2603706873192166,0.21454878217463746
5,0.6411574312618801,0.2603706873192166,0.21122268384705223
6,0.5922622340066093,0.2603706873192166,0.21165414093697368
7,0.5447673286710467,0.2603706873192166,0.21129352166802876
8,0.5035899175064904,0.2603706873192166,0.21143769524475908
9,0.47637337871960234,0.2603706873192166,0.21148989474524957
10,0.45687795082728067,0.2603706873192166,0.21111136343703815
11,0.44464190999666847,0.2603706873192166,0.21100835766110496
12,0.43344298998514813,0.2603706873192166,0.21073043715400316
13,0.4293790896733602,0.2603706873192166,0.21080900090039695
14,0.42545100847880046,0.2603706873192166,0.21086327852324668
15,0.425764004389445,0.2603706873192166,0.2114318923772794
