epoch,loss,recall@20,ndcg@20
1,1.3188589731852214,0.18149400599400592,0.18971868427797842
2,1.3129746913909912,0.1908270479520479,0.1959297997947423
3,1.31037704149882,0.20412838550338552,0.20543723546278528
4,1.3093108654022216,0.21048318348318346,0.21788943722138562
5,1.3074353262782097,0.21921135808635805,0.22770109098237956
6,1.307101882994175,0.21627759740259736,0.23308281837592645
7,1.3060450106859207,0.22126395826395825,0.2406188346705269
8,1.305950156847636,0.22483538683538679,0.24850734821056875
9,1.3054032643636069,0.22231121656121658,0.24822074736471456
10,1.3047694047292073,0.22254931179931176,0.25127527278690664
11,1.304308001200358,0.2275670579420579,0.2591144204999095
12,1.3044607321421304,0.2283834678393502,0.2629748402722595
13,1.3040401061375937,0.22736957895046137,0.2647111252156774
14,1.3038936376571655,0.2299949397008221,0.267732518136804
15,1.3038512229919434,0.23273736394324632,0.2717350603186129
