epoch,loss,recall@20,ndcg@20
1,1.3186435240965624,0.16875391683479915,0.16502944288058996
2,1.313450969182528,0.1728909325968149,0.16887049089942913
3,1.3110417769505427,0.1788648100265747,0.1811364494324911
4,1.3092678235127375,0.18474049398314102,0.19105588787349365
5,1.308000894693228,0.18938335112599813,0.1975331306961983
6,1.3073931473952074,0.1942957997884468,0.20145805259482522
7,1.3068103881982656,0.2094768687195157,0.21237766548027573
8,1.3064808937219472,0.21174299148563847,0.2191091487988058
9,1.3058439126381507,0.21467228441493139,0.2276002823183275
10,1.3053748791034405,0.22143531305296002,0.23567730021551322
11,1.3052600530477672,0.22015320627085327,0.2362465201358757
12,1.3044376098192656,0.22182246756511453,0.24032707279730112
13,1.3044970769148607,0.2301875469301939,0.2466979236733461
14,1.3040924255664532,0.23327719339484038,0.2502940790573904
15,1.3045788819973285,0.23293531305296,0.2521550920548411
