epoch,loss,recall@20,ndcg@20
1,0.693820426097283,0.30042121195797655,0.28733498707056904
2,0.6934134501677293,0.2882172892467009,0.2518360393629151
3,0.6907490950364333,0.2634589226133342,0.2223985161250752
4,0.6802205947729257,0.2603706873192166,0.21482860898728542
5,0.6557750747754023,0.2603706873192166,0.21380998276208057
6,0.6180867048410269,0.2603706873192166,0.21298213393297719
7,0.5719820673649127,0.2603706873192166,0.21296912028508339
8,0.5278012981781592,0.2603706873192166,0.2126903528948186
9,0.4937328054354741,0.2603706873192166,0.21281318595826199
10,0.47128984790581924,0.2603706873192166,0.21293315944084448
11,0.45155104994773865,0.2603706873192166,0.21318096011074383
12,0.4414575512592609,0.2603706873192166,0.2130062131923413
13,0.4388430370734288,0.2603706873192166,0.21171308456072654
14,0.42609268656143773,0.2603706873192166,0.21172040951911067
15,0.4241566016123845,0.2603706873192166,0.21167681957325135
