epoch,loss,recall@20,ndcg@20
1,1.319076996583205,0.18289464538729244,0.1861738725907238
2,1.313893776673537,0.20007774823215999,0.20622369055307888
3,1.3117234431780302,0.20749262094115029,0.2164953685949224
4,1.3097214790490956,0.2212522861125802,0.22994267331623605
5,1.308368783730727,0.22130925283866454,0.23922681292374506
6,1.307637095451355,0.2355294909339026,0.25338347365382435
7,1.3070682012117827,0.23976827012856414,0.25238081178202093
8,1.3061480797254121,0.2438916467519408,0.25762445268981216
9,1.3057409800015962,0.25067974754004163,0.2603109306270208
10,1.3047961638523982,0.2573678788531729,0.2639411887470558
11,1.304360343859746,0.25991727390256797,0.2674765063345603
12,1.3047921749261708,0.2648243806846748,0.27194437911807634
13,1.304190388092628,0.2629791425894366,0.2736741063494176
14,1.3044025256083562,0.26130356816386224,0.27529365459428884
15,1.303816318511963,0.2594296504149445,0.27588715357990284
