epoch,loss,recall@20,ndcg@20
1,0.6938168452336237,0.32363930350695047,0.32295037317298386
2,0.6933388251524705,0.28006051546492716,0.2506750451726685
3,0.6903801606251643,0.2603706873192166,0.21939037935671712
4,0.6788952350616455,0.2603706873192166,0.21454590181053607
5,0.6535753470200759,0.2603706873192166,0.21363539717434152
6,0.6131501977260296,0.2603706873192166,0.2142952990658118
7,0.5691512868954585,0.2603706873192166,0.21322315878585033
8,0.5249285606237558,0.2603706873192166,0.2135290126622554
9,0.4910533634515909,0.2603706873192166,0.21337304724175737
10,0.4676700440736917,0.2603706873192166,0.21341556317717184
11,0.454558416054799,0.2603706873192166,0.21325597697583784
12,0.4438953972779788,0.2603706873192166,0.21364375061900787
13,0.4336912127641531,0.2603706873192166,0.2127428323317562
14,0.43073822672550494,0.2603706873192166,0.21146046991254847
15,0.42599893991763776,0.2603706873192166,0.2113110222519533
